mileage_kmpl,engine_cc,fuel_type,owner_count,price_usd,brand,transmission,color,service_history,accidents_reported,insurance_valid,car_age
20.78,1500,Petrol,5,7936.95,Toyota,Automatic,Silver,No Record,0,Yes,3
7.84,1500,Diesel,3,3431.58,Hyundai,Automatic,White,Partial,0,Yes,20
15.72,2000,Petrol,5,7241.77,Kia,Automatic,Black,No Record,0,Yes,6
13.16,2500,Petrol,3,4143.03,Toyota,Manual,Red,Full,0,Yes,30
16.45,4000,Petrol,2,8575.38,Nissan,Manual,Gray,Full,0,No,20
17.44,1200,Diesel,3,6175.78,Chevrolet,Manual,Red,Partial,0,Yes,12
23.33,3000,Diesel,3,8438.89,Toyota,Automatic,White,Full,1,Yes,22
19.48,3000,Petrol,1,11405.83,Chevrolet,Manual,Gray,Partial,0,Yes,4
25.09,800,Diesel,3,3373.18,Volkswagen,Manual,Silver,Full,0,Yes,29
14.5,1800,Diesel,4,3593.52,Chevrolet,Automatic,White,Full,0,Yes,19
10.91,5000,Petrol,3,8100.08,Nissan,Manual,Silver,No Record,0,Yes,27
25.28,1800,Diesel,3,5705.79,Hyundai,Manual,Gray,Partial,0,Yes,27
20.17,3000,Petrol,2,11274.21,Ford,Manual,Red,Partial,1,Yes,13
14.28,3000,Diesel,3,6491.54,Chevrolet,Manual,Gray,Full,1,Yes,16
20.19,1000,Diesel,1,6657.18,Kia,Manual,Silver,Partial,1,Yes,12
22.18,1200,Petrol,2,5749.59,Tesla,Manual,Black,Full,0,Yes,18
18.6,1000,Diesel,5,2340.8,Tesla,Manual,Blue,No Record,0,No,12
14.35,800,Petrol,4,3382.42,Nissan,Automatic,Blue,Full,0,Yes,14
15.79,1000,Diesel,4,1601.37,Kia,Automatic,Silver,No Record,0,Yes,25
19.45,5000,Petrol,5,9832.02,Chevrolet,Automatic,Red,No Record,1,Yes,15
18.99,2000,Diesel,3,9382.77,Ford,Manual,Red,Full,0,Yes,7
24.06,800,Diesel,1,6543.08,BMW,Manual,Gray,Full,2,Yes,19
16.62,2000,Diesel,1,8018.15,Chevrolet,Manual,Gray,No Record,0,Yes,12
13.18,800,Petrol,1,5481.54,Kia,Automatic,Silver,Partial,1,No,26
30.89,1000,Diesel,1,9165.97,Ford,Manual,White,Full,0,Yes,14
18.87,3000,Petrol,3,8861.61,Nissan,Manual,White,No Record,0,Yes,5
22.17,2000,Petrol,5,5283.54,Chevrolet,Manual,White,No Record,0,Yes,8
20.61,4000,Petrol,5,8051.36,Ford,Manual,Red,Full,0,Yes,5
18.93,800,Diesel,4,5442.18,Nissan,Manual,Silver,No Record,0,Yes,2
16.86,1800,Petrol,5,2305.92,Tesla,Automatic,Silver,Partial,1,Yes,30
5.0,2500,Diesel,1,10097.25,Chevrolet,Automatic,Red,Full,0,Yes,3
12.68,4000,Diesel,3,11774.16,BMW,Manual,Silver,Full,0,Yes,4
19.65,4000,Diesel,2,12526.81,Toyota,Manual,Black,No Record,0,Yes,6
5.0,1500,Petrol,2,5446.65,Kia,Manual,White,Full,0,Yes,7
18.36,1500,Diesel,1,7714.3,Hyundai,Manual,Silver,Full,0,Yes,8
21.31,1500,Petrol,4,4398.84,Volkswagen,Manual,Red,Partial,0,No,21
22.17,1200,Diesel,2,8414.59,Nissan,Automatic,Silver,Full,0,Yes,16
20.99,3000,Diesel,1,9842.54,Kia,Automatic,Gray,Partial,1,Yes,8
22.79,1800,Diesel,3,6791.38,Toyota,Manual,Gray,Full,0,Yes,10
26.03,2500,Diesel,2,10088.29,Ford,Manual,Red,Full,0,Yes,10
23.48,5000,Petrol,1,11004.85,Honda,Automatic,Silver,Partial,0,Yes,20
18.98,2000,Petrol,2,7285.92,Ford,Automatic,Blue,Partial,0,Yes,18
17.33,4000,Petrol,3,8118.49,Toyota,Automatic,Black,Partial,0,No,26
18.57,1200,Petrol,5,1437.38,Honda,Manual,Blue,Partial,3,Yes,30
16.62,2000,Electric,5,9250.62,Tesla,Manual,Silver,Full,0,Yes,7
23.59,1200,Petrol,3,4584.93,Ford,Manual,Gray,Full,0,Yes,19
20.86,1000,Electric,3,8667.29,Volkswagen,Automatic,Gray,Full,0,Yes,20
16.09,1200,Diesel,5,4133.81,BMW,Manual,Gray,Full,0,Yes,14
24.62,1000,Diesel,3,3840.46,Honda,Automatic,Red,No Record,1,Yes,27
16.54,1000,Diesel,3,5544.32,Chevrolet,Manual,Silver,Partial,1,Yes,16
13.27,5000,Petrol,3,12517.74,Volkswagen,Manual,Red,Full,0,Yes,6
17.95,2500,Petrol,5,5487.75,Hyundai,Manual,Gray,Full,0,Yes,22
13.88,5000,Diesel,5,11359.63,Toyota,Manual,White,No Record,0,Yes,10
22.68,1200,Petrol,2,6866.15,Volkswagen,Manual,White,No Record,0,Yes,11
13.77,3000,Petrol,5,6110.28,Volkswagen,Automatic,Silver,Partial,0,No,12
17.42,1000,Diesel,2,6088.95,Chevrolet,Manual,White,Partial,1,Yes,12
22.7,2500,Diesel,5,6238.16,Toyota,Automatic,Silver,No Record,1,Yes,19
14.44,1200,Diesel,4,4219.11,BMW,Automatic,Gray,Partial,1,Yes,26
20.06,4000,Petrol,2,9143.1,Toyota,Automatic,White,Partial,2,No,21
13.13,2500,Electric,3,11466.0,Ford,Manual,Gray,No Record,0,Yes,14
19.22,4000,Diesel,4,6341.82,Chevrolet,Manual,Black,Full,2,Yes,26
20.84,1000,Diesel,5,5064.24,Toyota,Manual,Blue,Partial,0,Yes,9
17.79,2000,Petrol,5,5219.13,Tesla,Manual,White,Full,0,Yes,15
18.17,1800,Diesel,4,4108.78,Nissan,Manual,Black,Full,0,Yes,24
20.22,1000,Diesel,1,9263.8,BMW,Automatic,Blue,No Record,0,Yes,3
16.6,1500,Diesel,3,4128.12,BMW,Automatic,Red,Partial,2,Yes,22
22.45,1500,Petrol,2,5885.37,Toyota,Automatic,Blue,Full,0,Yes,28
24.86,3000,Diesel,4,8147.47,Hyundai,Automatic,Blue,Partial,0,Yes,16
13.37,2500,Electric,2,10156.74,Tesla,Manual,Black,No Record,1,Yes,15
26.84,1800,Diesel,5,5281.11,Tesla,Automatic,Silver,No Record,0,Yes,13
16.48,4000,Petrol,1,11332.39,Chevrolet,Manual,Gray,Partial,1,No,17
27.97,800,Petrol,1,6540.18,Chevrolet,Automatic,Black,Partial,0,Yes,28
16.55,1500,Petrol,2,4286.21,Tesla,Manual,Blue,Partial,1,Yes,19
21.54,1800,Diesel,5,6250.42,Tesla,Automatic,Blue,Partial,0,Yes,22
21.51,3000,Diesel,1,9837.77,Toyota,Manual,Black,No Record,1,Yes,3
16.06,1200,Petrol,3,3609.19,Honda,Automatic,White,Full,2,No,24
18.36,1800,Electric,5,7152.41,Nissan,Manual,Blue,Partial,1,Yes,22
25.2,1200,Diesel,4,4971.86,Tesla,Manual,Gray,Full,0,Yes,18
16.39,2500,Petrol,4,8005.46,Toyota,Manual,Blue,Partial,1,No,13
15.91,5000,Petrol,4,9406.96,Volkswagen,Automatic,Gray,Full,0,Yes,26
12.23,1200,Petrol,3,2518.7,Volkswagen,Manual,Red,No Record,0,Yes,18
25.84,2500,Diesel,5,6922.72,Nissan,Manual,Silver,Partial,0,Yes,27
15.6,1000,Petrol,2,4845.24,Honda,Manual,Gray,No Record,0,Yes,29
24.0,2500,Diesel,2,9208.78,Kia,Automatic,Black,No Record,0,No,15
14.99,4000,Diesel,5,6800.05,BMW,Manual,Blue,No Record,0,Yes,22
23.84,1800,Petrol,3,6130.93,Nissan,Manual,White,Full,0,Yes,22
22.03,2000,Petrol,5,4259.56,Chevrolet,Automatic,White,Full,0,Yes,25
16.86,5000,Diesel,2,11650.76,Honda,Automatic,Red,Full,0,Yes,20
14.33,1200,Petrol,5,3027.25,Nissan,Manual,White,Partial,1,No,9
14.73,5000,Electric,4,14768.59,Toyota,Manual,Black,Full,2,Yes,7
14.67,1800,Diesel,5,6915.31,Volkswagen,Manual,White,No Record,1,Yes,9
23.33,1800,Petrol,1,5403.78,Volkswagen,Automatic,Red,Full,0,No,30
18.8,1200,Diesel,5,3208.09,Volkswagen,Manual,Gray,Partial,0,Yes,27
12.42,3000,Diesel,2,5683.91,Hyundai,Manual,Red,No Record,1,Yes,18
16.74,2000,Petrol,2,7005.12,Ford,Manual,White,No Record,1,No,8
17.34,1200,Petrol,2,5728.05,Kia,Automatic,Gray,Full,0,Yes,18
7.31,800,Diesel,4,2977.78,Nissan,Automatic,Blue,Full,1,No,18
17.02,5000,Petrol,2,8761.15,Toyota,Automatic,White,Partial,1,No,29
21.62,800,Petrol,1,5449.09,Nissan,Automatic,Red,Partial,1,Yes,22
17.31,5000,Diesel,5,11120.82,Tesla,Automatic,Blue,Partial,0,Yes,7
19.27,1000,Diesel,3,2175.62,Nissan,Manual,Red,Full,0,No,23
20.42,5000,Diesel,2,10268.39,BMW,Automatic,Gray,Full,2,Yes,24
16.29,1800,Petrol,5,3978.74,Honda,Manual,Blue,Full,0,No,27
21.65,2500,Petrol,4,8875.18,BMW,Manual,White,Full,1,Yes,13
25.29,800,Diesel,5,2443.75,Toyota,Automatic,Gray,Full,0,Yes,28
10.38,800,Diesel,2,6531.82,Nissan,Manual,Silver,No Record,0,Yes,3
16.28,1500,Diesel,2,4775.58,Nissan,Manual,Black,Full,0,No,25
29.65,5000,Petrol,2,12892.44,Tesla,Automatic,Blue,Partial,0,Yes,19
18.85,2000,Petrol,1,6414.46,Kia,Manual,Gray,No Record,0,Yes,19
17.83,4000,Diesel,5,9217.23,Toyota,Automatic,Red,Full,0,No,10
16.71,800,Diesel,3,6949.58,Toyota,Manual,Red,Full,1,Yes,3
24.37,5000,Petrol,1,12027.46,Honda,Manual,Silver,Full,0,No,23
13.31,1800,Petrol,3,7203.31,Chevrolet,Manual,Red,Full,0,Yes,9
22.63,4000,Diesel,2,12312.71,Honda,Manual,Red,Partial,0,No,9
16.62,3000,Electric,3,8803.76,Ford,Manual,Red,Full,0,Yes,30
14.25,2500,Petrol,3,5356.77,Volkswagen,Manual,Blue,Partial,0,No,27
16.84,5000,Petrol,1,12104.54,Toyota,Manual,Blue,Full,0,Yes,10
17.77,1000,Petrol,1,8692.97,Volkswagen,Manual,Gray,No Record,1,Yes,3
15.51,4000,Petrol,5,6431.76,Kia,Manual,Black,Full,0,Yes,20
23.56,3000,Petrol,3,7396.91,Volkswagen,Manual,Silver,Full,0,Yes,28
14.29,5000,Petrol,1,11296.49,Nissan,Automatic,White,Full,1,Yes,18
18.7,5000,Diesel,5,10778.11,Tesla,Manual,Gray,Full,1,Yes,6
20.69,4000,Diesel,3,9359.66,Chevrolet,Automatic,Silver,Full,1,Yes,14
18.65,4000,Diesel,3,10752.52,Nissan,Manual,Black,Full,0,No,9
21.86,4000,Diesel,2,11174.35,Chevrolet,Automatic,Blue,No Record,0,No,9
15.83,1200,Petrol,1,4770.48,Kia,Manual,Blue,Full,0,Yes,21
21.11,2500,Petrol,4,8353.3,Tesla,Automatic,Silver,Full,0,Yes,10
21.26,800,Diesel,1,3874.28,Volkswagen,Manual,White,Partial,0,No,19
22.84,4000,Diesel,2,10583.01,Tesla,Automatic,Blue,Full,1,Yes,16
8.57,4000,Petrol,5,7804.93,Volkswagen,Automatic,Gray,Full,2,Yes,10
20.55,1200,Petrol,1,4536.74,Hyundai,Manual,Gray,No Record,1,Yes,21
22.51,1800,Diesel,3,6163.09,Ford,Manual,Blue,Full,2,Yes,17
15.94,3000,Petrol,4,5550.34,BMW,Manual,Silver,Partial,0,Yes,18
15.26,2000,Petrol,5,4763.22,BMW,Manual,Silver,No Record,0,Yes,26
14.49,5000,Electric,1,13859.9,Volkswagen,Manual,White,Full,1,No,25
12.84,5000,Diesel,5,11468.42,Volkswagen,Manual,White,Full,1,No,7
21.33,4000,Diesel,3,8370.93,Toyota,Manual,Silver,Full,0,Yes,29
29.41,1200,Petrol,4,4988.32,Hyundai,Manual,White,Full,1,Yes,9
15.22,2500,Diesel,3,5948.86,Honda,Automatic,Black,No Record,0,Yes,14
15.67,2000,Diesel,4,4873.71,Hyundai,Manual,Gray,Full,0,Yes,27
18.08,1800,Diesel,5,6941.47,Hyundai,Manual,Silver,Partial,2,No,17
9.99,1500,Petrol,1,5324.27,Ford,Manual,Red,No Record,0,Yes,21
14.52,1800,Electric,4,7782.41,BMW,Manual,White,Partial,1,Yes,28
17.72,1500,Petrol,3,6312.05,Chevrolet,Manual,Silver,Partial,0,Yes,6
13.53,1200,Petrol,4,1749.8,Nissan,Manual,Red,No Record,0,Yes,28
23.99,2500,Petrol,5,7548.0,BMW,Manual,Black,Partial,0,Yes,16
11.53,2000,Diesel,5,2483.38,Ford,Manual,Black,No Record,0,Yes,25
22.51,1500,Diesel,5,3884.74,Nissan,Automatic,Blue,Full,0,Yes,14
25.34,4000,Diesel,1,11590.48,BMW,Automatic,Gray,Partial,0,No,19
19.91,800,Petrol,5,4170.34,Honda,Automatic,Gray,Full,1,Yes,9
17.31,800,Diesel,1,4340.67,Toyota,Manual,Red,No Record,2,Yes,11
19.23,4000,Petrol,2,12568.34,Hyundai,Manual,Red,Partial,0,Yes,7
15.8,2500,Petrol,4,9000.58,Volkswagen,Automatic,Gray,Partial,0,Yes,2
7.82,1000,Diesel,3,3786.09,Volkswagen,Automatic,Red,Full,0,Yes,20
13.1,5000,Petrol,1,13581.58,Toyota,Manual,Black,Full,2,No,6
17.94,1800,Diesel,1,6423.74,Toyota,Automatic,Blue,Full,1,Yes,27
13.3,1500,Petrol,3,7248.73,Tesla,Automatic,Black,Full,1,No,5
15.93,800,Petrol,4,4323.85,Chevrolet,Automatic,Gray,Full,0,Yes,3
20.4,4000,Petrol,5,9261.32,Chevrolet,Manual,Silver,Partial,1,Yes,5
18.73,2000,Petrol,4,5653.82,Volkswagen,Manual,Red,Partial,0,Yes,25
23.29,2000,Petrol,1,6519.35,Hyundai,Manual,Red,Partial,0,Yes,30
19.47,1500,Petrol,5,5455.87,Tesla,Automatic,Blue,Partial,1,Yes,11
19.76,1000,Diesel,2,5137.65,Chevrolet,Automatic,Blue,No Record,0,Yes,8
14.44,3000,Petrol,3,8593.0,Honda,Automatic,Red,Full,1,Yes,3
11.34,3000,Diesel,4,6456.36,Honda,Automatic,Black,Partial,1,Yes,15
15.94,1200,Diesel,5,3207.22,BMW,Manual,Gray,Full,1,Yes,16
14.36,2500,Diesel,3,5976.47,Toyota,Manual,Gray,Partial,0,Yes,14
17.17,2500,Diesel,4,5843.32,Nissan,Manual,Blue,Partial,1,Yes,23
12.67,1800,Petrol,1,9888.81,Hyundai,Automatic,Red,Partial,0,Yes,3
22.21,1800,Petrol,1,9906.49,Hyundai,Manual,Silver,Partial,1,Yes,5
14.35,3000,Diesel,1,7547.08,Toyota,Automatic,Blue,Full,1,Yes,19
16.18,1500,Diesel,2,7675.34,Hyundai,Manual,White,Full,1,Yes,4
17.9,800,Petrol,1,7263.12,BMW,Automatic,Silver,Partial,0,No,9
23.62,800,Diesel,1,6587.23,Nissan,Manual,Gray,Partial,2,Yes,10
26.79,4000,Diesel,1,10928.95,Hyundai,Automatic,Red,Full,0,No,21
27.14,1500,Diesel,5,7200.48,BMW,Automatic,Blue,Full,0,Yes,4
11.59,800,Diesel,3,3462.61,Volkswagen,Manual,Blue,Partial,1,Yes,16
16.13,1000,Petrol,2,2698.63,Volkswagen,Manual,Black,No Record,3,Yes,22
15.18,5000,Petrol,4,8166.35,Ford,Automatic,Gray,Partial,1,No,29
19.85,2500,Petrol,2,6790.97,Ford,Manual,Red,Full,0,Yes,26
19.55,1000,Petrol,3,4589.05,Ford,Manual,Gray,Full,0,Yes,25
15.08,800,Electric,1,5317.65,Chevrolet,Manual,White,Partial,1,Yes,24
14.69,5000,Petrol,1,13365.86,Toyota,Automatic,Gray,Partial,0,No,10
13.01,4000,Petrol,4,10538.8,BMW,Manual,Red,Full,0,Yes,6
5.0,1800,Petrol,2,4422.47,Volkswagen,Manual,Gray,Full,0,No,30
11.51,1500,Diesel,2,6217.12,Tesla,Manual,Blue,Partial,0,Yes,8
22.33,1500,Diesel,4,7398.77,Ford,Automatic,Blue,Full,0,Yes,5
25.32,800,Diesel,2,3763.39,Tesla,Manual,White,Full,0,No,24
24.74,1200,Diesel,2,7206.79,Kia,Manual,Silver,No Record,1,Yes,11
22.55,800,Petrol,2,6839.67,Nissan,Manual,Red,No Record,1,Yes,6
12.94,1800,Petrol,4,4704.87,Ford,Manual,Red,Partial,0,Yes,19
12.09,1800,Diesel,4,5008.27,Volkswagen,Manual,Red,Full,1,Yes,15
8.94,4000,Diesel,3,9284.97,Nissan,Automatic,Black,Full,0,No,15
15.08,3000,Petrol,2,7256.43,Chevrolet,Automatic,Gray,Full,0,Yes,20
18.44,1800,Petrol,3,8335.36,Tesla,Manual,White,Full,0,Yes,10
12.96,1800,Diesel,5,1000.0,Nissan,Manual,Silver,Full,0,Yes,27
20.16,2500,Petrol,5,7411.74,Honda,Manual,Red,Full,0,Yes,18
21.26,1000,Petrol,2,3222.43,Ford,Manual,Gray,Partial,1,Yes,24
15.63,2500,Diesel,1,7047.68,Chevrolet,Automatic,Silver,Partial,0,Yes,27
11.3,800,Petrol,5,3481.61,Honda,Manual,Silver,Full,0,Yes,16
24.9,1800,Diesel,1,7465.8,Kia,Manual,Silver,Full,2,Yes,12
18.18,2000,Petrol,3,6754.53,Chevrolet,Manual,Blue,Partial,2,Yes,22
27.71,5000,Petrol,2,10789.6,Kia,Manual,Gray,Full,1,Yes,20
18.46,800,Diesel,3,2295.4,Hyundai,Manual,Red,Full,1,No,23
18.81,4000,Petrol,3,6959.19,Volkswagen,Manual,Gray,Full,1,Yes,30
13.18,4000,Diesel,4,9131.19,Ford,Automatic,Red,Partial,1,Yes,8
15.88,800,Petrol,2,5750.04,Hyundai,Manual,Red,Partial,1,No,6
10.21,1500,Petrol,4,5644.8,Hyundai,Automatic,White,Partial,0,Yes,7
11.28,3000,Petrol,3,6424.18,Tesla,Manual,Black,Full,0,Yes,23
21.71,1000,Diesel,1,5974.42,Tesla,Automatic,Black,Partial,0,Yes,18
16.59,3000,Petrol,2,8127.3,Toyota,Manual,Gray,Full,0,No,9
15.89,5000,Petrol,2,12103.83,Kia,Manual,Black,Full,0,No,4
14.3,4000,Petrol,5,8423.43,Kia,Manual,Black,Partial,0,Yes,27
16.07,4000,Diesel,1,8078.36,Nissan,Manual,Blue,Partial,2,Yes,23
23.67,800,Petrol,1,3477.29,Honda,Manual,White,Full,0,No,28
18.72,4000,Diesel,3,10044.52,Hyundai,Manual,White,Full,1,No,2
12.1,1500,Electric,3,8022.13,Kia,Manual,Blue,Full,0,No,22
23.15,3000,Petrol,3,11588.52,Ford,Automatic,Red,Partial,0,Yes,2
26.63,4000,Petrol,5,7892.13,Toyota,Manual,Blue,Partial,0,Yes,29
20.47,1200,Diesel,1,5843.56,Volkswagen,Manual,Black,Full,1,Yes,29
22.46,2000,Petrol,4,7671.76,Honda,Manual,Gray,Partial,0,Yes,3
24.1,1200,Diesel,1,5488.03,BMW,Manual,White,Partial,0,Yes,18
9.72,800,Petrol,4,3391.93,Volkswagen,Automatic,Gray,Full,0,Yes,16
27.32,5000,Petrol,2,14951.55,Volkswagen,Manual,Blue,Full,1,No,3
23.49,2000,Electric,4,10959.7,Tesla,Manual,Black,No Record,0,No,8
20.44,1800,Petrol,2,6144.01,BMW,Manual,Black,Partial,1,No,19
17.37,1200,Petrol,3,7812.66,Toyota,Automatic,Silver,Full,0,Yes,5
11.31,1500,Diesel,1,4164.04,Chevrolet,Manual,Red,Partial,0,Yes,27
16.34,1000,Electric,3,9614.2,Honda,Automatic,Red,No Record,2,Yes,5
20.24,5000,Petrol,1,11100.23,Tesla,Automatic,Red,Full,1,Yes,23
12.48,5000,Electric,4,11355.02,Nissan,Automatic,Gray,Partial,1,Yes,22
17.65,1500,Diesel,1,6755.11,Nissan,Automatic,White,Full,1,Yes,8
12.08,1500,Electric,4,6371.45,Honda,Automatic,Gray,Full,1,Yes,26
16.08,1200,Diesel,1,5165.79,Nissan,Manual,White,Partial,2,Yes,7
11.24,2000,Diesel,2,6213.83,Ford,Manual,White,Full,0,Yes,11
10.71,800,Diesel,4,3185.13,Kia,Automatic,White,No Record,0,Yes,13
19.7,4000,Petrol,3,7800.77,BMW,Manual,Black,Partial,1,Yes,20
15.1,5000,Electric,3,13269.89,Honda,Automatic,Red,Full,1,Yes,16
15.57,1200,Petrol,3,7315.05,Toyota,Manual,Gray,Partial,0,No,3
14.83,1200,Petrol,3,6008.31,Ford,Manual,Gray,Partial,1,No,9
31.62,1200,Diesel,2,5869.34,BMW,Automatic,White,Full,0,Yes,22
21.04,2500,Petrol,2,8942.84,Volkswagen,Manual,Red,Full,0,Yes,14
21.57,3000,Diesel,5,9402.46,Volkswagen,Automatic,Black,Full,1,Yes,4
14.12,1000,Diesel,5,3949.69,Hyundai,Automatic,White,Full,1,Yes,5
20.52,800,Petrol,5,2686.66,Hyundai,Automatic,Silver,Partial,1,Yes,19
16.86,1800,Petrol,5,2361.67,Chevrolet,Manual,Blue,Full,0,No,24
14.08,3000,Diesel,1,7340.65,Tesla,Automatic,White,Full,1,Yes,21
27.65,1200,Diesel,4,6698.65,Ford,Manual,White,Full,0,No,6
20.86,2000,Diesel,3,8174.76,Hyundai,Manual,Silver,Full,0,Yes,5
20.61,1200,Petrol,1,9957.69,Chevrolet,Manual,Gray,Partial,0,Yes,6
13.14,2000,Electric,2,6941.39,Honda,Manual,Black,Full,0,Yes,21
11.65,1500,Petrol,3,4801.2,Volkswagen,Manual,Blue,Full,1,No,4
17.71,2500,Petrol,4,7820.82,Ford,Manual,Gray,Full,0,Yes,18
15.13,5000,Petrol,4,11192.85,Chevrolet,Automatic,Black,Partial,0,Yes,12
21.06,800,Petrol,2,5853.61,Volkswagen,Automatic,Gray,Partial,0,Yes,20
21.4,800,Diesel,3,4372.66,Volkswagen,Automatic,Silver,No Record,0,Yes,18
18.33,1800,Diesel,5,6737.83,Ford,Manual,White,Partial,2,Yes,10
22.14,4000,Diesel,3,8730.55,Honda,Manual,Gray,No Record,0,Yes,23
18.97,1800,Diesel,3,6042.77,Hyundai,Manual,Blue,Partial,0,Yes,23
13.64,1500,Petrol,4,4004.46,Hyundai,Automatic,Black,Partial,1,Yes,27
17.01,3000,Diesel,2,9214.56,Tesla,Automatic,White,No Record,0,Yes,16
18.68,1800,Petrol,3,7486.96,Kia,Automatic,Red,Full,1,No,3
22.64,800,Diesel,1,5659.69,Chevrolet,Automatic,Gray,No Record,1,Yes,20
19.12,2500,Petrol,1,6736.46,Tesla,Manual,Silver,Full,1,Yes,20
15.14,1500,Petrol,2,4270.16,Volkswagen,Manual,Black,Partial,0,Yes,30
22.83,5000,Petrol,5,11129.05,BMW,Manual,Red,Partial,1,Yes,14
19.9,1800,Diesel,3,4745.45,Hyundai,Manual,Gray,Full,2,Yes,16
25.73,2000,Diesel,3,8546.52,BMW,Automatic,Black,No Record,1,No,11
18.44,2500,Electric,4,8798.33,Volkswagen,Automatic,Black,No Record,0,Yes,25
12.81,1000,Petrol,3,6205.15,Honda,Manual,Red,Partial,0,Yes,7
23.88,800,Electric,5,8412.53,Tesla,Automatic,Silver,Full,0,Yes,9
15.12,1200,Petrol,3,7378.75,Chevrolet,Manual,Silver,Partial,2,Yes,3
19.48,5000,Diesel,3,12901.59,Chevrolet,Automatic,Red,Full,0,Yes,6
18.93,800,Petrol,4,3330.68,Tesla,Manual,Silver,No Record,1,Yes,16
18.23,1500,Petrol,1,6418.49,Toyota,Manual,Blue,Full,0,Yes,22
17.15,2000,Diesel,1,6205.31,Toyota,Automatic,Blue,Partial,0,Yes,17
9.74,1800,Diesel,5,3500.45,Chevrolet,Manual,White,Partial,1,Yes,13
12.99,1500,Diesel,2,7420.09,Honda,Manual,Red,Full,0,Yes,5
23.61,2500,Petrol,2,5967.67,BMW,Automatic,Blue,Partial,0,Yes,14
20.14,2000,Diesel,4,5949.75,Kia,Manual,Black,Full,0,No,13
27.55,1200,Petrol,3,4542.25,Hyundai,Automatic,Gray,Full,0,Yes,26
12.81,4000,Petrol,4,10361.93,Hyundai,Automatic,Silver,No Record,0,No,11
17.85,1800,Diesel,1,7626.13,Kia,Manual,Gray,Full,1,Yes,11
23.82,5000,Diesel,5,11633.87,Nissan,Manual,Blue,Full,2,Yes,22
15.17,800,Electric,2,5681.2,Chevrolet,Manual,Blue,Full,2,Yes,20
15.57,2000,Petrol,3,7940.49,Honda,Manual,Gray,Full,2,Yes,7
16.53,1800,Electric,2,11133.2,BMW,Manual,Red,Partial,2,No,9
15.77,5000,Diesel,1,8622.56,Chevrolet,Manual,Gray,Full,0,Yes,30
20.66,3000,Diesel,3,8589.03,Hyundai,Automatic,Black,Full,1,Yes,13
9.1,1500,Petrol,1,4136.91,Nissan,Manual,Gray,No Record,0,Yes,25
26.21,800,Diesel,2,8982.56,Volkswagen,Manual,Blue,Partial,3,No,4
13.2,1000,Diesel,2,1442.22,Kia,Automatic,Black,Full,0,Yes,29
7.41,3000,Petrol,1,9518.85,BMW,Automatic,Silver,No Record,1,Yes,16
17.95,5000,Diesel,3,11104.15,Nissan,Automatic,Silver,No Record,0,Yes,2
16.11,3000,Petrol,1,10757.33,BMW,Automatic,Silver,Full,0,No,5
17.11,1800,Diesel,3,6029.64,Ford,Manual,Gray,No Record,0,Yes,10
19.56,2000,Electric,4,9424.54,Kia,Automatic,Gray,Partial,0,Yes,17
21.22,1000,Petrol,4,2635.66,Tesla,Manual,White,No Record,0,Yes,26
26.43,4000,Diesel,3,10418.02,Toyota,Automatic,Red,No Record,1,Yes,25
14.55,2000,Petrol,1,5746.45,Honda,Manual,Silver,Partial,1,Yes,25
21.87,4000,Diesel,3,10505.15,BMW,Manual,White,Full,0,No,9
21.54,5000,Diesel,2,11164.3,Chevrolet,Automatic,White,No Record,1,Yes,13
5.0,1200,Petrol,1,4887.88,Honda,Manual,Red,Partial,3,Yes,17
13.83,2000,Petrol,3,5610.44,Nissan,Manual,Silver,Full,0,Yes,21
11.57,5000,Diesel,2,10124.81,Tesla,Automatic,Red,Full,0,Yes,17
20.24,1800,Diesel,5,5108.12,Ford,Manual,Gray,Full,0,No,18
19.69,4000,Petrol,2,8595.21,Honda,Manual,Red,No Record,0,Yes,28
19.79,5000,Petrol,3,10415.89,Chevrolet,Manual,Blue,No Record,1,Yes,25
16.47,800,Petrol,1,6528.32,Nissan,Automatic,Gray,Full,0,Yes,2
16.98,4000,Petrol,1,8776.55,Volkswagen,Manual,Red,Full,0,Yes,23
17.86,1800,Diesel,4,5753.84,BMW,Manual,White,Full,1,Yes,19
15.99,800,Petrol,3,3963.43,Honda,Manual,Silver,Partial,0,Yes,18
21.89,5000,Diesel,2,9399.72,Volkswagen,Manual,Red,No Record,0,Yes,20
12.65,3000,Petrol,2,8910.4,Nissan,Manual,White,Partial,1,Yes,19
14.09,2500,Petrol,3,5437.37,Hyundai,Automatic,Silver,Partial,1,Yes,30
18.61,2000,Petrol,2,5533.84,Nissan,Manual,Black,Full,0,Yes,14
16.16,1000,Diesel,5,3182.55,Chevrolet,Manual,Gray,Full,0,Yes,15
12.46,1800,Petrol,4,5917.35,Nissan,Manual,White,Full,0,Yes,20
20.66,1200,Electric,1,9684.76,Hyundai,Automatic,Gray,Full,1,Yes,18
15.14,1000,Petrol,2,4074.31,Hyundai,Automatic,Black,Full,0,Yes,13
13.78,5000,Petrol,5,6844.54,Kia,Manual,Gray,Full,1,Yes,20
17.13,800,Petrol,3,4692.75,Hyundai,Manual,Gray,No Record,0,Yes,3
13.53,4000,Petrol,2,8433.48,Tesla,Automatic,Gray,No Record,0,Yes,19
17.83,1000,Diesel,3,4208.35,BMW,Automatic,Black,Partial,2,Yes,25
